GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006,2006,,AFR,Africa,,TCD,2006,2006,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,25.0 [18.6-31.9],25.00000,18.60000,31.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007,2007,,AFR,Africa,,TCD,2007,2007,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.9 [18.4-31.7],24.90000,18.40000,31.70000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.3 [16.4-33.1],24.30000,16.40000,33.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.6 [12.2-33.4],21.60000,12.20000,33.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.8 [17.9-30.8],23.80000,17.90000,30.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.9 [17.9-31.0],23.90000,17.90000,31.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.0 [17.7-31.3],24.00000,17.70000,31.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.8 [12.8-33.0],21.80000,12.80000,33.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.5 [16.5-31.5],23.50000,16.50000,31.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.9 [17.1-31.6],23.90000,17.10000,31.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.1 [17.5-31.7],24.10000,17.50000,31.70000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.0 [17.8-31.1],24.00000,17.80000,31.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007,2007,,AFR,Africa,,TCD,2007,2007,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.8 [17.9-30.6],23.80000,17.90000,30.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.5 [16.3-34.4],24.50000,16.30000,34.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.8 [17.8-30.6],23.80000,17.80000,30.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.3 [16.7-33.6],24.30000,16.70000,33.60000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975,1975,,AFR,Africa,,TCD,1975,1975,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,128.3 [118.8-138.2],128.30000,118.80000,138.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,128.5 [119.4-137.9],128.50000,119.40000,137.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.1 [125.3-136.7],131.10000,125.30000,136.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1979,1979,,AFR,Africa,,TCD,1979,1979,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,129.0 [121.2-136.9],129.00000,121.20000,136.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.7-136.5],130.30000,123.70000,136.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.6 [124.2-136.8],130.60000,124.20000,136.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.6 [124.3-136.9],130.60000,124.30000,136.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.7 [124.4-136.8],130.70000,124.40000,136.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.0 [125.2-136.8],131.00000,125.20000,136.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,128.1 [121.7-134.3],128.10000,121.70000,134.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.0 [123.2-134.7],129.00000,123.20000,134.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.5 [122.8-135.9],129.50000,122.80000,135.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.5 [121.4-137.3],129.50000,121.40000,137.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1980,1980,,AFR,Africa,,TCD,1980,1980,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,124.9 [116.5-133.3],124.90000,116.50000,133.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,126.2 [119.1-133.1],126.20000,119.10000,133.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.4 [123.7-135.2],129.40000,123.70000,135.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.4 [123.5-135.4],129.40000,123.50000,135.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975,1975,,AFR,Africa,,TCD,1975,1975,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,123.5 [112.9-134.2],123.50000,112.90000,134.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,124.4 [115.2-133.4],124.40000,115.20000,133.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.8 [121.2-134.2],127.80000,121.20000,134.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,128.9 [123.1-134.7],128.90000,123.10000,134.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.1 [123.5-134.8],129.10000,123.50000,134.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,TCD,1975,1975,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,0.8 [0.3-1.6],0.80000,0.30000,1.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,0.9 [0.4-1.7],0.90000,0.40000,1.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,1.9 [1.1-2.9],1.90000,1.10000,2.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.0 [1.2-3.1],2.00000,1.20000,3.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.1 [1.3-3.2],2.10000,1.30000,3.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.2 [1.4-3.3],2.20000,1.40000,3.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.3 [1.4-3.5],2.30000,1.40000,3.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.3 [3.0-5.9],4.30000,3.00000,5.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.5 [3.1-6.1],4.50000,3.10000,6.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.7 [3.3-6.4],4.70000,3.30000,6.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.9 [3.4-6.7],4.90000,3.40000,6.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,TCD,1975,1975,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,1.1 [0.3-2.6],1.10000,0.30000,2.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,1.2 [0.4-2.7],1.20000,0.40000,2.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,1.3 [0.4-2.8],1.30000,0.40000,2.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,1.4 [0.5-2.9],1.40000,0.50000,2.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,2.9 [1.5-4.8],2.90000,1.50000,4.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.0 [1.6-4.9],3.00000,1.60000,4.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.2 [1.7-5.2],3.20000,1.70000,5.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.3 [1.9-5.4],3.30000,1.90000,5.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.5 [2.0-5.6],3.50000,2.00000,5.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.3 [4.1-9.2],6.30000,4.10000,9.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.6 [4.3-9.6],6.60000,4.30000,9.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.9 [4.5-10.0],6.90000,4.50000,10.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.2 [4.7-10.4],7.20000,4.70000,10.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,TCD,1975,1975,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.3 [0.1-0.8],0.30000,0.10000,0.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.3 [0.1-0.9],0.30000,0.10000,0.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.3 [0.1-0.9],0.30000,0.10000,0.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.3 [0.1-0.9],0.30000,0.10000,0.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.9 [0.3-1.7],0.90000,0.30000,1.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.9 [0.4-1.8],0.90000,0.40000,1.80000,,,
