Solicitation Number,Marketing Agent,Date of Solicitation,Month of Solicitation,Mode of Solicitation,Made Purchase?,Purchase ($),Legacy Customer?
14343,Lydon,Dec-01,Dec,Telephone,NO,,Not Legacy
3195,Sanchez,Mar-20,Mar,Meeting,NO,,Not Legacy
16302,Lydon,Feb-17,Feb,Meeting,NO,,Not Legacy
22440,Nguyen,Jul-15,Jul,Meeting,NO,,Not Legacy
8562,Shalley,Jun-26,Jun,Meeting,YES,"$6,000",Legacy
17884,Shalley,Oct-15,Oct,Meeting,NO,,Legacy
6331,Sanchez,Oct-29,Oct,email,NO,,Not Legacy
11034,Nguyen,Jun-01,Jun,Meeting,NO,,Not Legacy
23584,Lydon,May-16,May,email,NO,,Not Legacy
7460,Nguyen,Oct-04,Oct,email,NO,,Not Legacy
15863,Nguyen,Feb-13,Feb,Meeting,NO,,Not Legacy
16710,Shalley,Jan-13,Jan,Meeting,NO,,Not Legacy
3442,Nguyen,Apr-06,Apr,Meeting,NO,,Legacy
18572,Nguyen,May-12,May,Meeting,YES,"$5,600",Not Legacy
12458,Nguyen,Oct-26,Oct,Meeting,NO,,Not Legacy
11054,Nguyen,Jun-17,Jun,email,NO,,Not Legacy
2285,Nguyen,Jul-23,Jul,Telephone,YES,"$7,800",Not Legacy
15870,Shalley,Aug-15,Aug,email,NO,,Not Legacy
21765,Sanchez,Jan-20,Jan,email,NO,,Not Legacy
19288,Shalley,Mar-04,Mar,email,NO,,Not Legacy
5952,Lydon,Nov-13,Nov,Meeting,NO,,Not Legacy
15188,Lydon,Oct-29,Oct,email,NO,,Not Legacy
21824,Sanchez,May-14,May,email,NO,,Not Legacy
21321,Nguyen,May-14,May,email,NO,,Not Legacy
9764,Nguyen,Jun-21,Jun,Meeting,YES,"$9,200",Not Legacy
1456,Nguyen,Oct-14,Oct,Meeting,YES,"$8,400",Not Legacy
16212,Shalley,May-05,May,Meeting,YES,"$6,600",Not Legacy
22828,Shalley,Jan-03,Jan,Meeting,NO,,Not Legacy
24633,Lydon,Nov-20,Nov,Meeting,NO,,Not Legacy
22664,Sanchez,Sep-18,Sep,email,NO,,Not Legacy
19963,Shalley,Aug-24,Aug,Telephone,NO,,Not Legacy
23375,Sanchez,Dec-13,Dec,Meeting,NO,,Not Legacy
419,Nguyen,Jul-14,Jul,Telephone,NO,,Not Legacy
20160,Sanchez,Mar-27,Mar,Meeting,YES,"$4,800",Not Legacy
12455,Nguyen,Dec-07,Dec,Telephone,NO,,Not Legacy
23126,Lydon,Sep-14,Sep,email,NO,,Not Legacy
12265,Shalley,Mar-21,Mar,Meeting,NO,,Not Legacy
17996,Lydon,Jul-12,Jul,Meeting,NO,,Not Legacy
20464,Sanchez,Jan-09,Jan,email,NO,,Not Legacy
9253,Lydon,Mar-30,Mar,Meeting,NO,,Not Legacy
929,Nguyen,Aug-26,Aug,Telephone,YES,"$10,000",Not Legacy
21362,Sanchez,May-31,May,email,NO,,Legacy
23394,Sanchez,Jul-04,Jul,email,NO,,Not Legacy
7705,Shalley,Jan-31,Jan,Meeting,YES,"$4,400",Not Legacy
13935,Sanchez,Oct-18,Oct,email,NO,,Not Legacy
2851,Shalley,Sep-25,Sep,Meeting,YES,"$8,600",Not Legacy
16755,Nguyen,Nov-03,Nov,Meeting,YES,"$4,000",Not Legacy
23271,Sanchez,Dec-13,Dec,Telephone,NO,,Not Legacy
24237,Nguyen,Jul-08,Jul,email,NO,,Not Legacy
22993,Shalley,May-24,May,email,NO,,Not Legacy
10306,Sanchez,Jan-09,Jan,email,NO,,Not Legacy
18411,Nguyen,Oct-16,Oct,Meeting,YES,"$1,000",Not Legacy
24889,Shalley,May-23,May,Meeting,NO,,Not Legacy
23175,Nguyen,Feb-13,Feb,email,NO,,Not Legacy
1045,Sanchez,Apr-13,Apr,Meeting,YES,"$3,200",Not Legacy
19216,Nguyen,Jul-20,Jul,Meeting,NO,,Not Legacy
11379,Nguyen,Jul-18,Jul,email,NO,,Not Legacy
3085,Lydon,Nov-13,Nov,Meeting,NO,,Not Legacy
19283,Nguyen,Jul-07,Jul,Telephone,NO,,Not Legacy
22342,Sanchez,Jan-25,Jan,email,NO,,Not Legacy
5225,Nguyen,May-15,May,Meeting,NO,,Not Legacy
11578,Lydon,Jul-12,Jul,Meeting,YES,"$8,800",Not Legacy
4191,Nguyen,Apr-10,Apr,Telephone,NO,,Not Legacy
6086,Lydon,Nov-24,Nov,Meeting,NO,,Not Legacy
9677,Sanchez,Jan-28,Jan,email,NO,,Not Legacy
17704,Sanchez,Aug-10,Aug,Meeting,NO,,Not Legacy
7050,Sanchez,Oct-29,Oct,email,NO,,Not Legacy
22790,Shalley,Apr-10,Apr,email,NO,,Not Legacy
21664,Nguyen,Nov-02,Nov,email,NO,,Not Legacy
1085,Sanchez,Jan-29,Jan,email,NO,,Legacy
22789,Nguyen,Nov-22,Nov,email,NO,,Legacy
4733,Sanchez,Jan-25,Jan,Meeting,NO,,Not Legacy
319,Shalley,May-31,May,Meeting,YES,"$5,000",Not Legacy
8422,Shalley,Sep-06,Sep,Meeting,YES,"$8,400",Legacy
7108,Nguyen,Nov-23,Nov,email,NO,,Not Legacy
24887,Sanchez,Oct-11,Oct,Meeting,NO,,Not Legacy
5281,Shalley,Jan-03,Jan,Meeting,NO,,Not Legacy
7311,Sanchez,Sep-22,Sep,email,NO,,Not Legacy
16450,Nguyen,Mar-31,Mar,Telephone,NO,,Not Legacy
18403,Lydon,Oct-01,Oct,email,NO,,Not Legacy
8439,Sanchez,Jan-14,Jan,email,NO,,Legacy
12645,Lydon,Nov-10,Nov,Meeting,NO,,Not Legacy
18823,Sanchez,Feb-20,Feb,email,NO,,Legacy
744,Sanchez,Jul-13,Jul,Meeting,NO,,Not Legacy
10670,Lydon,Apr-22,Apr,email,NO,,Not Legacy
3195,Sanchez,May-17,May,Meeting,YES,"$9,200",Not Legacy
9672,Nguyen,Jan-19,Jan,Meeting,NO,,Not Legacy
17551,Shalley,May-03,May,email,NO,,Legacy
17205,Nguyen,Aug-20,Aug,Meeting,NO,,Not Legacy
9822,Shalley,Oct-08,Oct,Meeting,YES,"$2,800",Legacy
14826,Nguyen,Feb-01,Feb,Meeting,NO,,Not Legacy
7012,Shalley,Apr-29,Apr,Meeting,NO,,Not Legacy
13244,Sanchez,May-19,May,email,NO,,Not Legacy
18799,Sanchez,Apr-03,Apr,email,NO,,Not Legacy
7170,Lydon,May-16,May,Meeting,YES,"$1,600",Not Legacy
18552,Sanchez,Jun-26,Jun,Meeting,NO,,Not Legacy
9097,Lydon,Dec-11,Dec,Meeting,NO,,Not Legacy
701,Nguyen,May-18,May,email,NO,,Not Legacy
14382,Lydon,Sep-09,Sep,Meeting,NO,,Not Legacy
10712,Nguyen,Oct-19,Oct,Meeting,NO,,Not Legacy
17897,Nguyen,Apr-16,Apr,email,NO,,Not Legacy
19348,Nguyen,Jan-23,Jan,Telephone,NO,,Not Legacy
7505,Nguyen,Nov-17,Nov,Meeting,YES,"$1,600",Not Legacy
15381,Lydon,Aug-29,Aug,Telephone,NO,,Legacy
22841,Shalley,May-05,May,Meeting,NO,,Not Legacy
12612,Lydon,Oct-16,Oct,Telephone,NO,,Not Legacy
18330,Nguyen,Apr-18,Apr,Meeting,YES,"$4,400",Not Legacy
9507,Sanchez,Jan-21,Jan,email,NO,,Not Legacy
23917,Shalley,Feb-25,Feb,Meeting,NO,,Not Legacy
4719,Nguyen,Jan-26,Jan,email,NO,,Not Legacy
14817,Lydon,Nov-26,Nov,Meeting,NO,,Not Legacy
18582,Nguyen,Jan-18,Jan,Meeting,NO,,Not Legacy
20859,Shalley,Mar-27,Mar,email,NO,,Not Legacy
5531,Nguyen,Jun-04,Jun,email,NO,,Not Legacy
12612,Nguyen,Jan-29,Jan,email,NO,,Not Legacy
19601,Nguyen,Apr-07,Apr,Telephone,NO,,Legacy
4813,Lydon,Nov-17,Nov,email,NO,,Not Legacy
3977,Sanchez,Aug-22,Aug,Meeting,NO,,Not Legacy
18876,Lydon,Jun-04,Jun,email,NO,,Not Legacy
22479,Nguyen,Jan-09,Jan,Meeting,YES,"$4,400",Not Legacy
21961,Lydon,Jul-30,Jul,Telephone,NO,,Not Legacy
15329,Nguyen,Jul-24,Jul,Telephone,NO,,Not Legacy
16142,Nguyen,Jul-10,Jul,Telephone,NO,,Not Legacy
22665,Lydon,Jul-26,Jul,Meeting,YES,"$3,200",Legacy
20575,Nguyen,Sep-11,Sep,email,NO,,Not Legacy
13225,Sanchez,May-29,May,email,NO,,Not Legacy
1911,Lydon,Mar-11,Mar,Meeting,YES,"$3,800",Not Legacy
13485,Shalley,Aug-22,Aug,email,NO,,Legacy
21832,Shalley,Nov-10,Nov,Meeting,YES,"$3,600",Not Legacy
5164,Sanchez,Jan-31,Jan,email,NO,,Not Legacy
23364,Nguyen,Jan-15,Jan,email,NO,,Not Legacy
23552,Lydon,Apr-06,Apr,email,NO,,Not Legacy
5599,Sanchez,Apr-23,Apr,Meeting,NO,,Not Legacy
7637,Lydon,Feb-29,Feb,email,NO,,Not Legacy
4894,Nguyen,Mar-15,Mar,email,NO,,Not Legacy
11390,Lydon,May-26,May,Telephone,NO,,Not Legacy
15592,Nguyen,Oct-07,Oct,email,NO,,Not Legacy
24652,Sanchez,Dec-16,Dec,Meeting,NO,,Not Legacy
15392,Sanchez,Jun-26,Jun,Meeting,NO,,Not Legacy
2933,Lydon,Mar-30,Mar,Meeting,NO,,Not Legacy
14265,Nguyen,May-26,May,email,NO,,Legacy
15653,Sanchez,Oct-09,Oct,Meeting,NO,,Not Legacy
3805,Sanchez,Jul-21,Jul,Meeting,YES,"$3,400",Legacy
20725,Sanchez,Feb-25,Feb,Meeting,NO,,Not Legacy
14443,Nguyen,Apr-18,Apr,email,NO,,Not Legacy
3372,Shalley,Oct-12,Oct,email,NO,,Not Legacy
9184,Nguyen,Dec-25,Dec,email,NO,,Not Legacy
12658,Shalley,Nov-23,Nov,email,NO,,Not Legacy
22566,Nguyen,Aug-25,Aug,email,NO,,Not Legacy
5256,Nguyen,Apr-08,Apr,Telephone,YES,"$7,600",Not Legacy
5,Nguyen,Mar-28,Mar,Meeting,YES,"$1,600",Not Legacy
11881,Nguyen,Jun-05,Jun,email,NO,,Not Legacy
7740,Sanchez,Mar-20,Mar,Meeting,NO,,Not Legacy
20981,Sanchez,Mar-26,Mar,email,NO,,Not Legacy
23624,Lydon,Dec-24,Dec,Meeting,YES,"$2,200",Legacy
9033,Lydon,Jul-25,Jul,Meeting,NO,,Not Legacy
11443,Shalley,Apr-14,Apr,Meeting,NO,,Not Legacy
9573,Sanchez,Mar-26,Mar,email,NO,,Not Legacy
14004,Nguyen,Oct-13,Oct,Meeting,NO,,Legacy
10544,Lydon,Jul-29,Jul,email,NO,,Not Legacy
3938,Nguyen,Aug-06,Aug,Meeting,NO,,Not Legacy
9732,Sanchez,Dec-24,Dec,email,NO,,Not Legacy
11184,Sanchez,Jan-03,Jan,email,NO,,Not Legacy
6474,Shalley,Mar-25,Mar,Telephone,NO,,Not Legacy
21392,Sanchez,May-30,May,email,NO,,Not Legacy
8716,Sanchez,Mar-27,Mar,email,NO,,Not Legacy
19236,Shalley,Dec-07,Dec,email,NO,,Not Legacy
14437,Nguyen,Feb-14,Feb,Meeting,NO,,Not Legacy
18851,Lydon,Mar-09,Mar,Meeting,YES,"$5,600",Not Legacy
1120,Lydon,Nov-09,Nov,Meeting,NO,,Legacy
19910,Shalley,Apr-18,Apr,email,NO,,Not Legacy
6481,Nguyen,Jul-20,Jul,email,NO,,Not Legacy
18198,Sanchez,Feb-12,Feb,email,NO,,Not Legacy
19674,Sanchez,Feb-18,Feb,email,NO,,Not Legacy
1035,Nguyen,Dec-09,Dec,Meeting,YES,"$3,200",Not Legacy
1168,Sanchez,Apr-12,Apr,email,NO,,Not Legacy
12396,Nguyen,Jan-16,Jan,Telephone,YES,"$3,800",Not Legacy
8330,Nguyen,Nov-13,Nov,Meeting,YES,"$9,600",Not Legacy
24671,Sanchez,Apr-07,Apr,email,NO,,Not Legacy
17241,Lydon,Apr-23,Apr,email,NO,,Not Legacy
8882,Nguyen,Aug-03,Aug,email,YES,"$2,400",Not Legacy
20914,Lydon,Sep-09,Sep,Telephone,YES,"$5,200",Not Legacy
5156,Lydon,Jul-23,Jul,email,NO,,Not Legacy
24204,Shalley,Jan-16,Jan,email,NO,,Not Legacy
21342,Sanchez,Apr-24,Apr,email,NO,,Not Legacy
14040,Sanchez,Mar-24,Mar,email,NO,,Not Legacy
23036,Lydon,Jan-08,Jan,email,NO,,Not Legacy
24638,Shalley,Sep-02,Sep,Telephone,NO,,Not Legacy
12169,Shalley,Sep-17,Sep,Meeting,YES,"$8,800",Not Legacy
1142,Nguyen,Nov-15,Nov,Telephone,NO,,Not Legacy
18929,Nguyen,Nov-01,Nov,Telephone,NO,,Not Legacy
23260,Nguyen,Aug-04,Aug,email,NO,,Not Legacy
20466,Shalley,Jun-29,Jun,Meeting,NO,,Not Legacy
12166,Lydon,Dec-29,Dec,Meeting,YES,$400,Legacy
10095,Sanchez,Jul-28,Jul,email,NO,,Not Legacy
20296,Lydon,Jul-14,Jul,Meeting,NO,,Not Legacy
5069,Lydon,Feb-09,Feb,Telephone,NO,,Not Legacy
2016,Nguyen,Sep-23,Sep,Telephone,NO,,Not Legacy
21660,Sanchez,Aug-17,Aug,email,NO,,Not Legacy
12179,Nguyen,Jul-30,Jul,Meeting,YES,"$5,200",Not Legacy
21893,Sanchez,Nov-15,Nov,email,NO,,Not Legacy
15230,Lydon,Jul-09,Jul,email,NO,,Not Legacy
11794,Nguyen,Jan-22,Jan,Telephone,NO,,Not Legacy
15318,Lydon,Sep-16,Sep,email,NO,,Not Legacy
2401,Shalley,Mar-18,Mar,Telephone,NO,,Not Legacy
11022,Nguyen,Nov-27,Nov,email,NO,,Not Legacy
6950,Nguyen,Jul-27,Jul,Telephone,NO,,Not Legacy
24577,Lydon,Mar-12,Mar,email,NO,,Not Legacy
6174,Lydon,May-23,May,email,NO,,Not Legacy
23212,Lydon,Jun-16,Jun,email,NO,,Not Legacy
22517,Nguyen,Jul-26,Jul,email,NO,,Not Legacy
763,Sanchez,Mar-10,Mar,Meeting,NO,,Legacy
8156,Lydon,Jun-05,Jun,Telephone,NO,,Not Legacy
10816,Shalley,Dec-12,Dec,Meeting,NO,,Legacy
17106,Lydon,Jul-25,Jul,email,NO,,Not Legacy
10192,Nguyen,Dec-02,Dec,Telephone,YES,"$8,400",Not Legacy
21571,Lydon,Apr-15,Apr,Meeting,NO,,Not Legacy
3345,Shalley,Dec-27,Dec,Telephone,NO,,Not Legacy
5224,Lydon,Jul-23,Jul,email,NO,,Not Legacy
6196,Nguyen,Aug-13,Aug,Telephone,NO,,Not Legacy
16198,Lydon,Mar-25,Mar,email,NO,,Not Legacy
7674,Nguyen,Apr-27,Apr,email,NO,,Not Legacy
22048,Lydon,Jun-28,Jun,Telephone,NO,,Not Legacy
18628,Sanchez,Aug-16,Aug,email,NO,,Not Legacy
12374,Shalley,Nov-06,Nov,Meeting,NO,,Not Legacy
16039,Nguyen,Jul-23,Jul,email,NO,,Not Legacy
8282,Nguyen,Jun-01,Jun,email,NO,,Legacy
17612,Shalley,Apr-11,Apr,email,NO,,Not Legacy
21839,Lydon,Feb-09,Feb,email,YES,"$7,000",Legacy
24268,Shalley,Apr-26,Apr,Meeting,NO,,Not Legacy
22469,Nguyen,Jul-09,Jul,Meeting,NO,,Not Legacy
4867,Nguyen,Oct-17,Oct,Telephone,NO,,Not Legacy
3479,Shalley,Dec-06,Dec,Meeting,NO,,Legacy
18608,Sanchez,Oct-17,Oct,Meeting,YES,"$8,400",Not Legacy
18100,Sanchez,Jan-21,Jan,Meeting,NO,,Not Legacy
24032,Sanchez,Sep-15,Sep,Meeting,YES,"$7,800",Not Legacy
5329,Lydon,Feb-23,Feb,Meeting,NO,,Not Legacy
22386,Nguyen,Sep-16,Sep,Meeting,NO,,Not Legacy
14104,Nguyen,Oct-21,Oct,Meeting,NO,,Not Legacy
16214,Nguyen,Oct-27,Oct,email,NO,,Not Legacy
17887,Lydon,Jun-05,Jun,Telephone,YES,"$3,800",Not Legacy
10340,Shalley,May-20,May,Meeting,NO,,Not Legacy
21553,Shalley,May-10,May,email,YES,"$5,000",Legacy
11709,Sanchez,Jan-02,Jan,Meeting,NO,,Not Legacy
6761,Nguyen,Jun-15,Jun,Telephone,NO,,Legacy
21262,Lydon,Apr-26,Apr,Telephone,YES,"$2,400",Not Legacy
2793,Nguyen,Nov-09,Nov,Telephone,NO,,Legacy
356,Lydon,Mar-22,Mar,Telephone,NO,,Not Legacy
15541,Sanchez,Mar-09,Mar,Meeting,NO,,Not Legacy
3721,Lydon,Sep-15,Sep,Telephone,NO,,Not Legacy
7438,Shalley,Apr-12,Apr,email,NO,,Not Legacy
18697,Nguyen,Jun-30,Jun,email,NO,,Not Legacy
6322,Sanchez,Jul-25,Jul,Meeting,YES,"$5,800",Legacy
452,Lydon,Aug-22,Aug,Meeting,NO,,Not Legacy
8214,Sanchez,Apr-06,Apr,Meeting,NO,,Not Legacy
21271,Lydon,Dec-15,Dec,email,NO,,Not Legacy
1779,Sanchez,Dec-10,Dec,Meeting,NO,,Not Legacy
10114,Lydon,Jul-18,Jul,Telephone,NO,,Not Legacy
3197,Shalley,Apr-08,Apr,Meeting,YES,"$5,600",Legacy
1558,Nguyen,Jun-22,Jun,Meeting,NO,,Not Legacy
2635,Lydon,Jul-27,Jul,Meeting,YES,"$2,600",Not Legacy
1407,Lydon,Jul-05,Jul,email,NO,,Not Legacy
3990,Lydon,May-31,May,email,NO,,Not Legacy
16549,Nguyen,Apr-30,Apr,Telephone,NO,,Not Legacy
6551,Sanchez,Jan-21,Jan,email,NO,,Not Legacy
22317,Sanchez,May-10,May,Meeting,YES,"$8,600",Not Legacy
974,Lydon,Dec-13,Dec,email,NO,,Not Legacy
7728,Shalley,Feb-23,Feb,Telephone,NO,,Not Legacy
20382,Nguyen,May-21,May,email,NO,,Not Legacy
13334,Nguyen,Feb-05,Feb,email,NO,,Not Legacy
2147,Lydon,Jan-14,Jan,Meeting,YES,"$8,600",Not Legacy
13848,Shalley,May-06,May,Meeting,NO,,Not Legacy
6898,Shalley,Jul-26,Jul,Meeting,NO,,Not Legacy
20867,Lydon,Jun-14,Jun,Telephone,NO,,Legacy
15271,Sanchez,Jan-13,Jan,email,NO,,Not Legacy
22925,Shalley,Sep-23,Sep,email,NO,,Not Legacy
3815,Nguyen,Jan-04,Jan,email,NO,,Not Legacy
4744,Sanchez,Nov-09,Nov,Meeting,NO,,Not Legacy
22189,Shalley,Feb-23,Feb,email,NO,,Not Legacy
19467,Shalley,Mar-21,Mar,Meeting,NO,,Legacy
23813,Lydon,Sep-28,Sep,email,NO,,Not Legacy
16277,Shalley,Jun-21,Jun,Meeting,YES,"$4,400",Not Legacy
7027,Shalley,Jan-28,Jan,email,NO,,Not Legacy
23111,Shalley,May-31,May,Meeting,NO,,Legacy
6229,Nguyen,Nov-12,Nov,Meeting,NO,,Not Legacy
14155,Sanchez,May-07,May,Telephone,NO,,Not Legacy
3898,Sanchez,Nov-30,Nov,email,NO,,Not Legacy
4682,Sanchez,Oct-10,Oct,email,NO,,Not Legacy
17884,Lydon,Mar-11,Mar,email,NO,,Not Legacy
11606,Lydon,Mar-10,Mar,Meeting,YES,"$8,400",Not Legacy
23561,Lydon,May-27,May,Meeting,NO,,Not Legacy
11392,Lydon,Jan-11,Jan,Meeting,YES,"$8,600",Not Legacy
22195,Lydon,Jun-24,Jun,email,NO,,Not Legacy
15493,Lydon,Dec-17,Dec,email,NO,,Not Legacy
4387,Nguyen,Oct-02,Oct,Telephone,NO,,Not Legacy
13409,Sanchez,Nov-02,Nov,Meeting,NO,,Not Legacy
15598,Sanchez,Mar-02,Mar,email,NO,,Not Legacy
5435,Sanchez,Jul-23,Jul,email,NO,,Not Legacy
24212,Lydon,Aug-28,Aug,Meeting,NO,,Legacy
17952,Sanchez,Nov-12,Nov,Meeting,NO,,Not Legacy
10354,Shalley,Jun-03,Jun,email,NO,,Not Legacy
5575,Nguyen,Jul-28,Jul,Meeting,NO,,Not Legacy
5012,Shalley,Oct-23,Oct,Meeting,YES,"$1,200",Not Legacy
24336,Sanchez,Apr-15,Apr,email,NO,,Not Legacy
23092,Nguyen,Jun-06,Jun,Telephone,NO,,Not Legacy
13328,Sanchez,Sep-25,Sep,email,NO,,Not Legacy
7348,Nguyen,Oct-22,Oct,Meeting,NO,,Not Legacy
16675,Shalley,Jul-23,Jul,email,NO,,Not Legacy
18206,Lydon,Apr-16,Apr,Meeting,NO,,Not Legacy
20489,Nguyen,Feb-22,Feb,email,NO,,Not Legacy
1438,Lydon,Feb-10,Feb,Telephone,NO,,Not Legacy
10371,Shalley,Mar-14,Mar,email,NO,,Not Legacy
15092,Shalley,Dec-15,Dec,email,NO,,Not Legacy
1358,Sanchez,Nov-02,Nov,Meeting,NO,,Not Legacy
603,Shalley,Jul-10,Jul,Telephone,NO,,Not Legacy
10506,Shalley,Sep-26,Sep,email,NO,,Not Legacy
11827,Shalley,Jan-12,Jan,Meeting,NO,,Not Legacy
9595,Nguyen,Oct-01,Oct,email,NO,,Not Legacy
2980,Nguyen,Oct-25,Oct,email,NO,,Not Legacy
8836,Lydon,Feb-26,Feb,Meeting,YES,"$9,400",Not Legacy
467,Nguyen,Mar-02,Mar,email,NO,,Not Legacy
7377,Shalley,Mar-14,Mar,email,NO,,Legacy
17361,Shalley,Dec-13,Dec,email,NO,,Not Legacy
7273,Shalley,Jan-03,Jan,Telephone,NO,,Not Legacy
11158,Nguyen,Nov-21,Nov,email,NO,,Not Legacy
3565,Nguyen,Jul-12,Jul,Telephone,NO,,Not Legacy
23632,Nguyen,Aug-18,Aug,Meeting,NO,,Not Legacy
4545,Sanchez,Jan-07,Jan,Telephone,NO,,Not Legacy
18012,Nguyen,Sep-03,Sep,email,NO,,Not Legacy
9123,Nguyen,Sep-02,Sep,Telephone,NO,,Not Legacy
4384,Sanchez,Feb-25,Feb,Meeting,YES,"$8,200",Not Legacy
17016,Nguyen,Jun-14,Jun,Telephone,NO,,Not Legacy
2654,Sanchez,Aug-22,Aug,email,NO,,Not Legacy
21242,Nguyen,Aug-26,Aug,email,NO,,Not Legacy
2855,Nguyen,Jul-19,Jul,Telephone,NO,,Not Legacy
2592,Sanchez,Feb-25,Feb,email,NO,,Not Legacy
23580,Lydon,Nov-08,Nov,Telephone,NO,,Not Legacy
3126,Lydon,Apr-26,Apr,Meeting,NO,,Not Legacy
13810,Sanchez,Apr-06,Apr,Meeting,NO,,Not Legacy
7124,Lydon,Jun-16,Jun,Telephone,NO,,Not Legacy
19652,Sanchez,Jun-21,Jun,Meeting,NO,,Not Legacy
7464,Sanchez,Apr-19,Apr,Meeting,NO,,Not Legacy
12370,Nguyen,Mar-02,Mar,email,NO,,Legacy
18523,Nguyen,Mar-02,Mar,Telephone,NO,,Not Legacy
21650,Nguyen,Oct-30,Oct,Meeting,NO,,Not Legacy
8692,Shalley,May-14,May,email,NO,,Not Legacy
11390,Sanchez,Nov-30,Nov,Telephone,NO,,Not Legacy
16243,Sanchez,Sep-04,Sep,Telephone,YES,"$6,600",Legacy
6260,Nguyen,Nov-17,Nov,Meeting,NO,,Not Legacy
2014,Sanchez,Feb-10,Feb,Meeting,NO,,Not Legacy
19894,Nguyen,Apr-04,Apr,email,NO,,Not Legacy
14662,Lydon,Feb-21,Feb,Meeting,NO,,Not Legacy
11933,Shalley,Jul-19,Jul,Telephone,NO,,Not Legacy
2646,Nguyen,Mar-30,Mar,email,NO,,Not Legacy
22042,Nguyen,Jul-31,Jul,email,NO,,Not Legacy
4003,Nguyen,Apr-19,Apr,Telephone,NO,,Not Legacy
10862,Sanchez,Sep-10,Sep,email,NO,,Not Legacy
24480,Nguyen,Sep-28,Sep,Meeting,YES,"$5,000",Legacy
23068,Shalley,Dec-21,Dec,Meeting,NO,,Not Legacy
18877,Shalley,Feb-28,Feb,Telephone,YES,"$3,600",Legacy
5538,Lydon,Feb-05,Feb,Telephone,NO,,Not Legacy
4771,Sanchez,Jan-27,Jan,email,NO,,Legacy
11399,Shalley,Feb-16,Feb,email,NO,,Not Legacy
21967,Nguyen,Apr-04,Apr,Meeting,NO,,Not Legacy
20971,Lydon,Feb-20,Feb,Telephone,NO,,Legacy
11643,Sanchez,Jun-05,Jun,Meeting,NO,,Not Legacy
8200,Shalley,Dec-27,Dec,Telephone,NO,,Legacy
11472,Sanchez,Mar-17,Mar,Telephone,NO,,Legacy
23668,Sanchez,Jan-31,Jan,Telephone,NO,,Not Legacy
14212,Sanchez,Aug-07,Aug,email,NO,,Not Legacy
21885,Shalley,Jan-13,Jan,Meeting,NO,,Not Legacy
8839,Sanchez,Feb-25,Feb,Meeting,NO,,Not Legacy
16982,Nguyen,Jul-19,Jul,Meeting,NO,,Not Legacy
1980,Nguyen,Aug-07,Aug,email,NO,,Not Legacy
19827,Sanchez,Nov-24,Nov,email,NO,,Not Legacy
16462,Nguyen,Dec-08,Dec,email,NO,,Not Legacy
16433,Sanchez,Nov-19,Nov,Meeting,NO,,Not Legacy
23981,Nguyen,Oct-16,Oct,Meeting,NO,,Not Legacy
18587,Shalley,Nov-22,Nov,Meeting,YES,"$3,000",Not Legacy
16758,Sanchez,Mar-12,Mar,Telephone,NO,,Not Legacy
22997,Lydon,Jan-06,Jan,Telephone,NO,,Not Legacy
21994,Shalley,Jan-14,Jan,email,NO,,Not Legacy
2832,Nguyen,Sep-16,Sep,Meeting,NO,,Not Legacy
18426,Nguyen,May-15,May,Meeting,NO,,Not Legacy
22400,Lydon,Jan-25,Jan,Meeting,YES,"$1,200",Not Legacy
24169,Shalley,Aug-26,Aug,Telephone,NO,,Not Legacy
2988,Nguyen,Mar-24,Mar,email,NO,,Not Legacy
284,Lydon,Apr-04,Apr,email,NO,,Legacy
2628,Sanchez,Dec-27,Dec,email,YES,"$4,200",Not Legacy
21019,Nguyen,Nov-02,Nov,Meeting,NO,,Not Legacy
19232,Shalley,Jun-10,Jun,Meeting,YES,"$7,400",Not Legacy
16242,Shalley,Jan-08,Jan,email,NO,,Not Legacy
22334,Shalley,Apr-24,Apr,Meeting,YES,"$9,600",Not Legacy
17735,Nguyen,Nov-08,Nov,email,NO,,Not Legacy
24723,Shalley,Jun-26,Jun,Telephone,YES,"$7,800",Legacy
18698,Lydon,Jun-27,Jun,email,NO,,Not Legacy
16994,Lydon,May-11,May,Meeting,NO,,Not Legacy
11878,Shalley,Jan-03,Jan,Meeting,NO,,Not Legacy
18716,Shalley,Dec-23,Dec,email,NO,,Not Legacy
8130,Nguyen,Dec-21,Dec,email,NO,,Not Legacy
20672,Lydon,Oct-03,Oct,Meeting,NO,,Not Legacy
10182,Lydon,Jul-13,Jul,Meeting,NO,,Not Legacy
20287,Nguyen,Jan-05,Jan,email,NO,,Not Legacy
13179,Nguyen,Aug-28,Aug,Meeting,NO,,Not Legacy
6257,Nguyen,Jul-02,Jul,Meeting,NO,,Not Legacy
7190,Lydon,May-29,May,email,NO,,Not Legacy
17848,Nguyen,Nov-10,Nov,Telephone,YES,"$1,400",Not Legacy
21026,Lydon,Nov-07,Nov,Meeting,NO,,Not Legacy
18647,Nguyen,Feb-12,Feb,Meeting,NO,,Not Legacy
19107,Sanchez,Apr-30,Apr,Meeting,YES,"$9,400",Not Legacy
75,Nguyen,Oct-01,Oct,email,NO,,Legacy
18350,Nguyen,Oct-26,Oct,Meeting,YES,"$8,600",Not Legacy
12715,Shalley,Dec-08,Dec,Telephone,NO,,Legacy
5770,Shalley,Jul-20,Jul,email,NO,,Legacy
12127,Sanchez,Apr-10,Apr,Meeting,NO,,Not Legacy
