sender,receiver,amount,timestamp,transaction_type,location,device_type,is_foreign_transaction,time_of_day,risk_score
U1797,U2087,1533.62,2025-01-01,online_payment,UK,ATM,1,17,0
U1792,U2994,3901.05,2025-01-01,crypto,UK,desktop,1,0,0
U482,U202,119.82,2025-01-01,cash_deposit,Dubai,desktop,1,11,0
U795,U306,1495.27,2025-01-01,cash_deposit,France,mobile,0,15,0
U261,U445,1550.57,2025-01-01,wire_transfer,Switzerland,desktop,0,16,0
U1436,U570,3942.28,2025-01-01,online_payment,Dubai,ATM,0,17,0
U753,U2111,205.42,2025-01-01,online_payment,Cayman Islands,ATM,1,10,0
U390,U2982,550.05,2025-01-01,crypto,Germany,ATM,1,9,0
U2493,U1139,1043.57,2025-01-01,online_payment,US,ATM,0,8,0
U1655,U1853,4017.47,2025-01-01,cash_deposit,India,ATM,1,22,0
U2943,U1785,5589.94,2025-01-01,wire_transfer,France,ATM,1,21,0
U998,U1584,9846.52,2025-01-01,online_payment,Germany,mobile,1,14,0
U2833,U70,6397.83,2025-01-01,cash_deposit,Germany,desktop,1,14,0
U481,U2966,11.92,2025-01-01,wire_transfer,Germany,desktop,0,12,0
U478,U811,97.77,2025-01-01,wire_transfer,Switzerland,ATM,0,6,0
U2440,U2309,319.41,2025-01-01,wire_transfer,UK,ATM,1,16,0
U1530,U1330,858.07,2025-01-01,online_payment,Switzerland,desktop,1,5,0
U149,U85,3542.95,2025-01-01,online_payment,UK,ATM,0,1,0
U2062,U286,4463.44,2025-01-01,crypto,France,ATM,0,9,0
U466,U619,413.64,2025-01-01,cash_deposit,India,ATM,1,0,0
U391,U2963,1933.4,2025-01-01,crypto,France,desktop,1,21,0
U777,U1600,4986.57,2025-01-01,wire_transfer,US,ATM,1,14,0
U1747,U1937,1246.24,2025-01-01,cash_deposit,Switzerland,desktop,0,18,0
U2939,U2876,218.61,2025-01-01,cash_deposit,Dubai,mobile,0,11,0
U170,U2839,1224.29,2025-01-01,crypto,Dubai,mobile,0,19,0
U435,U335,942.55,2025-01-01,wire_transfer,Switzerland,ATM,1,6,0
U1949,U1958,1723.88,2025-01-01,cash_deposit,India,desktop,0,17,0
U1232,U161,1154.85,2025-01-01,online_payment,UK,desktop,0,23,0
U753,U2903,35.0,2025-01-01,crypto,Switzerland,desktop,1,11,0
U2808,U2034,10231.24,2025-01-01,crypto,Cayman Islands,desktop,0,14,0
U2704,U452,1568.51,2025-01-01,cash_deposit,UK,ATM,0,13,0
U649,U382,1283.5,2025-01-01,cash_deposit,Germany,ATM,0,16,0
U2761,U608,6185.25,2025-01-01,crypto,UK,desktop,0,23,0
U16,U1180,338.87,2025-01-01,online_payment,Dubai,mobile,1,13,0
U368,U587,419.56,2025-01-01,crypto,US,desktop,1,22,0
U1837,U304,3300.67,2025-01-01,cash_deposit,Cayman Islands,ATM,1,12,0
U1392,U58,604.46,2025-01-01,cash_deposit,Switzerland,desktop,1,11,0
U1391,U149,3211.16,2025-01-01,cash_deposit,Switzerland,mobile,1,22,0
U1894,U547,633.63,2025-01-01,crypto,Switzerland,ATM,1,15,0
U1252,U2273,67.5,2025-01-01,crypto,US,ATM,0,18,0
U44,U1968,1455.54,2025-01-01,online_payment,Dubai,mobile,1,22,0
U2916,U1791,438.02,2025-01-01,crypto,France,desktop,0,3,0
U2627,U2895,2836.37,2025-01-01,crypto,Germany,mobile,1,17,0
U2255,U1270,2049.98,2025-01-01,cash_deposit,UK,ATM,1,21,0
U738,U1817,5143.62,2025-01-01,online_payment,UK,mobile,0,2,0
U1422,U499,3055.61,2025-01-01,online_payment,Switzerland,desktop,0,7,0
U1463,U1475,398.8,2025-01-01,wire_transfer,France,desktop,0,5,0
U1879,U1441,3220.46,2025-01-01,crypto,France,desktop,0,21,0
U2528,U2427,2052.98,2025-01-01,cash_deposit,US,mobile,0,19,0
U2932,U2944,2210.98,2025-01-01,online_payment,Dubai,ATM,1,2,0
U2694,U1227,3570.71,2025-01-01,cash_deposit,France,ATM,1,5,0
U2105,U883,1705.81,2025-01-01,online_payment,Switzerland,desktop,1,0,0
U2611,U2396,1254.73,2025-01-01,online_payment,France,desktop,1,18,0
U1041,U893,2024.73,2025-01-01,crypto,Cayman Islands,ATM,1,23,0
U1560,U1126,707.52,2025-01-01,crypto,Germany,mobile,0,9,0
U1197,U2378,403.25,2025-01-01,wire_transfer,UK,desktop,0,4,0
U1483,U2112,1917.29,2025-01-01,wire_transfer,France,ATM,1,4,0
U1960,U2055,532.75,2025-01-01,wire_transfer,Switzerland,mobile,0,21,0
U1673,U1208,166.58,2025-01-01,cash_deposit,Switzerland,ATM,0,14,0
U1297,U1982,1.11,2025-01-01,cash_deposit,US,mobile,0,23,0
U1582,U1753,1874.62,2025-01-01,crypto,Germany,mobile,1,22,0
U2953,U867,899.3,2025-01-01,crypto,Switzerland,mobile,1,12,0
U151,U750,2791.16,2025-01-01,online_payment,Cayman Islands,ATM,1,23,0
U1413,U1084,940.57,2025-01-01,crypto,Cayman Islands,mobile,0,20,0
U2971,U2044,1331.08,2025-01-01,wire_transfer,Cayman Islands,mobile,0,20,0
U2244,U2693,1045.41,2025-01-01,wire_transfer,Switzerland,ATM,1,15,0
U2585,U2242,2102.93,2025-01-01,online_payment,Germany,mobile,0,14,0
U1179,U1274,880.55,2025-01-01,cash_deposit,France,mobile,1,3,0
U2786,U556,6635.61,2025-01-01,crypto,US,desktop,0,17,0
U1793,U240,5502.34,2025-01-01,online_payment,UK,desktop,0,2,0
U2153,U484,3768.12,2025-01-01,online_payment,Dubai,desktop,1,4,0
U2681,U1533,5058.98,2025-01-01,online_payment,India,desktop,1,2,0
U1469,U1912,1192.55,2025-01-01,cash_deposit,US,ATM,1,12,0
U793,U340,1537.6,2025-01-01,online_payment,India,ATM,1,19,0
U931,U1394,2710.31,2025-01-01,crypto,Switzerland,mobile,0,7,0
U2179,U1811,2382.42,2025-01-01,cash_deposit,Dubai,mobile,1,8,0
U1222,U1422,4426.93,2025-01-01,online_payment,US,mobile,0,1,0
U1348,U851,2519.89,2025-01-01,crypto,UK,desktop,1,0,0
U2833,U211,12317.13,2025-01-01,online_payment,Switzerland,desktop,0,9,0
U2309,U1834,856.97,2025-01-01,online_payment,Cayman Islands,ATM,0,18,0
U2,U2925,3579.5,2025-01-01,wire_transfer,Dubai,desktop,0,16,0
U769,U1895,2392.24,2025-01-01,online_payment,Cayman Islands,desktop,0,16,0
U1061,U1969,2351.33,2025-01-01,wire_transfer,Dubai,ATM,1,14,0
U2936,U235,788.56,2025-01-01,wire_transfer,India,mobile,1,21,0
U635,U1900,3079.84,2025-01-01,online_payment,Cayman Islands,ATM,1,7,0
U1192,U2673,4612.7,2025-01-01,wire_transfer,US,desktop,1,9,0
U919,U220,493.2,2025-01-01,crypto,Germany,mobile,0,23,0
U1068,U127,1964.31,2025-01-01,wire_transfer,India,mobile,1,22,0
U1237,U765,995.6,2025-01-01,crypto,France,desktop,1,0,0
U1410,U844,9121.95,2025-01-01,online_payment,Germany,desktop,1,10,0
U1173,U2111,1303.37,2025-01-01,crypto,India,ATM,1,3,0
U626,U1702,518.37,2025-01-01,crypto,India,mobile,1,14,0
U606,U1095,962.07,2025-01-01,crypto,Dubai,mobile,1,0,0
U2088,U766,2121.7,2025-01-01,online_payment,Switzerland,mobile,0,17,0
U2427,U661,158.28,2025-01-01,wire_transfer,UK,desktop,1,9,0
U122,U284,1850.67,2025-01-01,cash_deposit,US,mobile,1,4,0
U2823,U2982,5353.82,2025-01-01,cash_deposit,US,mobile,0,21,0
U204,U2974,3799.08,2025-01-01,online_payment,India,desktop,1,22,0
U408,U2038,140.14,2025-01-01,crypto,UK,ATM,0,10,0
U2212,U130,10038.31,2025-01-01,cash_deposit,Cayman Islands,ATM,1,15,0
U2604,U671,2399.48,2025-01-01,online_payment,UK,mobile,0,0,0
U1185,U295,354.14,2025-01-01,cash_deposit,Cayman Islands,ATM,0,14,0
U1249,U2400,24.99,2025-01-01,wire_transfer,Switzerland,desktop,1,6,0
U1444,U2997,375.75,2025-01-01,wire_transfer,UK,desktop,0,3,0
U2456,U209,3642.49,2025-01-01,cash_deposit,Cayman Islands,mobile,0,2,0
U887,U2642,43.75,2025-01-01,cash_deposit,Cayman Islands,desktop,0,21,0
U1912,U2671,530.92,2025-01-01,cash_deposit,France,desktop,1,10,0
U905,U561,2831.9,2025-01-01,crypto,Germany,desktop,0,6,0
U1873,U2456,1764.31,2025-01-01,wire_transfer,US,mobile,1,1,0
U2577,U536,3053.28,2025-01-01,crypto,Switzerland,desktop,1,4,0
U2211,U2664,2742.03,2025-01-01,crypto,Switzerland,desktop,0,7,0
U2697,U485,103.85,2025-01-01,crypto,Germany,desktop,0,0,0
U2582,U1076,4460.74,2025-01-01,online_payment,Cayman Islands,desktop,1,20,0
U1153,U2745,515.03,2025-01-01,wire_transfer,France,mobile,0,23,0
U233,U1976,1612.15,2025-01-01,wire_transfer,US,ATM,1,4,0
U1443,U1556,2067.27,2025-01-01,cash_deposit,Germany,ATM,1,16,0
U2127,U2886,369.36,2025-01-01,wire_transfer,Cayman Islands,ATM,0,13,0
U2946,U257,7478.77,2025-01-01,crypto,Germany,mobile,0,8,0
U674,U1627,1339.47,2025-01-01,cash_deposit,India,ATM,1,22,0
U1714,U1070,118.74,2025-01-01,wire_transfer,Dubai,mobile,0,8,0
U399,U245,5537.58,2025-01-01,online_payment,France,desktop,1,3,0
U2267,U2083,1765.07,2025-01-01,cash_deposit,Cayman Islands,mobile,1,7,0
U1183,U2797,2402.57,2025-01-01,cash_deposit,Germany,desktop,0,12,0
U2089,U20,1489.62,2025-01-01,wire_transfer,Dubai,mobile,0,17,0
U1893,U2373,3600.45,2025-01-01,online_payment,US,mobile,1,22,0
U36,U2225,67.39,2025-01-01,cash_deposit,France,mobile,0,23,0
U1950,U1455,624.98,2025-01-01,online_payment,Cayman Islands,mobile,1,21,0
U1655,U2519,1268.43,2025-01-01,cash_deposit,India,desktop,0,15,0
U1653,U2670,159.39,2025-01-01,crypto,France,mobile,1,11,0
U1826,U1783,2447.72,2025-01-01,wire_transfer,UK,mobile,0,5,0
U1453,U347,1000.64,2025-01-01,cash_deposit,India,desktop,1,17,0
U1216,U355,636.74,2025-01-01,crypto,Germany,desktop,1,20,0
U256,U1981,6.77,2025-01-01,crypto,Germany,ATM,1,16,0
U1661,U1119,2544.72,2025-01-01,crypto,Dubai,mobile,1,14,0
U148,U452,3589.24,2025-01-01,online_payment,France,ATM,1,7,0
U1608,U1662,1005.19,2025-01-01,cash_deposit,UK,mobile,0,21,0
U513,U1931,1661.23,2025-01-01,cash_deposit,Dubai,mobile,0,19,0
U2161,U1977,516.73,2025-01-01,cash_deposit,US,desktop,0,3,0
U1430,U544,1946.77,2025-01-01,online_payment,France,ATM,0,17,0
U1482,U1377,24.42,2025-01-01,online_payment,Cayman Islands,desktop,1,14,0
U2959,U404,1341.38,2025-01-01,online_payment,Cayman Islands,mobile,1,2,0
U1114,U643,2066.8,2025-01-01,crypto,US,desktop,0,15,0
U909,U136,5006.75,2025-01-01,online_payment,Germany,mobile,0,14,0
U78,U1461,960.39,2025-01-01,crypto,India,mobile,0,22,0
U632,U1756,2897.96,2025-01-01,crypto,India,ATM,1,1,0
U2003,U92,1821.05,2025-01-01,cash_deposit,UK,ATM,1,20,0
U329,U684,5234.92,2025-01-01,wire_transfer,US,mobile,0,10,0
U1317,U853,1016.25,2025-01-01,crypto,UK,desktop,0,11,0
U987,U2326,768.67,2025-01-01,wire_transfer,France,mobile,0,5,0
U849,U1803,4363.25,2025-01-01,online_payment,Switzerland,desktop,1,6,0
U2550,U2787,101.0,2025-01-01,wire_transfer,Germany,mobile,0,7,0
U2753,U1841,293.26,2025-01-01,wire_transfer,Dubai,mobile,0,11,0
U1155,U2108,172.0,2025-01-01,wire_transfer,Dubai,mobile,0,3,0
U2541,U1627,3704.42,2025-01-01,cash_deposit,US,desktop,1,0,0
U307,U1307,21.33,2025-01-01,wire_transfer,US,desktop,0,16,0
U1487,U2905,3956.04,2025-01-01,crypto,Switzerland,ATM,0,8,0
U455,U852,1200.29,2025-01-01,crypto,Dubai,mobile,1,7,0
U2451,U424,8.07,2025-01-01,online_payment,France,mobile,0,4,0
U848,U423,1027.14,2025-01-01,wire_transfer,US,ATM,0,16,0
U1930,U2184,413.56,2025-01-01,wire_transfer,Germany,ATM,1,12,0
U1288,U2817,1958.46,2025-01-01,online_payment,France,desktop,1,4,0
U2374,U871,2274.87,2025-01-01,wire_transfer,Germany,ATM,0,13,0
U2077,U2421,1337.02,2025-01-01,crypto,Dubai,ATM,1,13,0
U2392,U2117,82.73,2025-01-01,online_payment,India,desktop,0,20,0
U1155,U2647,2134.98,2025-01-01,cash_deposit,Dubai,desktop,1,18,0
U674,U1020,3690.81,2025-01-01,online_payment,Switzerland,mobile,0,15,0
U2515,U1252,2548.25,2025-01-01,crypto,India,mobile,0,15,0
U2200,U2932,3543.42,2025-01-01,wire_transfer,India,ATM,0,14,0
U2809,U588,447.56,2025-01-01,crypto,UK,ATM,0,4,0
U2054,U1571,4394.43,2025-01-01,crypto,Cayman Islands,mobile,0,0,0
U2641,U1040,777.79,2025-01-01,crypto,Cayman Islands,desktop,0,9,0
U1236,U784,26.99,2025-01-01,wire_transfer,Germany,mobile,1,22,0
U2396,U108,3708.01,2025-01-01,wire_transfer,Dubai,ATM,0,18,0
U2732,U1598,5688.47,2025-01-01,wire_transfer,Switzerland,ATM,0,17,0
U1883,U83,2131.66,2025-01-01,wire_transfer,Dubai,desktop,0,10,0
U2363,U2503,526.46,2025-01-01,online_payment,Germany,mobile,1,19,0
U739,U1579,580.02,2025-01-01,wire_transfer,India,mobile,1,2,0
U2470,U1183,1256.94,2025-01-01,online_payment,Dubai,desktop,1,23,0
U2779,U2210,4562.26,2025-01-01,crypto,Switzerland,mobile,0,7,0
U348,U2439,324.09,2025-01-01,crypto,France,mobile,0,21,0
U1225,U1556,3497.1,2025-01-01,online_payment,US,ATM,0,15,0
U996,U550,688.65,2025-01-01,crypto,US,ATM,0,10,0
U1435,U2827,3306.64,2025-01-01,wire_transfer,Switzerland,desktop,1,20,0
U684,U79,5058.25,2025-01-01,wire_transfer,Switzerland,mobile,0,20,0
U588,U465,1115.46,2025-01-01,cash_deposit,India,ATM,1,10,0
U1050,U1156,908.42,2025-01-01,online_payment,US,ATM,1,10,0
U680,U686,3241.21,2025-01-01,online_payment,Germany,mobile,1,7,0
U2151,U2724,1507.85,2025-01-01,wire_transfer,India,mobile,0,2,0
U1136,U1489,2306.87,2025-01-01,cash_deposit,Switzerland,desktop,1,8,0
U2969,U1487,1950.11,2025-01-01,online_payment,Dubai,mobile,0,0,0
U2272,U88,331.85,2025-01-01,cash_deposit,US,ATM,0,8,0
U1457,U2194,3725.96,2025-01-01,cash_deposit,India,mobile,1,5,0
U873,U379,435.75,2025-01-01,cash_deposit,France,ATM,0,4,0
U1230,U668,5384.81,2025-01-01,cash_deposit,Dubai,mobile,1,13,0
U1627,U263,576.89,2025-01-01,online_payment,US,mobile,0,14,0
U2540,U1272,2647.62,2025-01-01,cash_deposit,US,ATM,1,8,0
U2553,U2402,669.98,2025-01-01,wire_transfer,Cayman Islands,desktop,1,12,0
U262,U2330,764.82,2025-01-01,cash_deposit,Dubai,mobile,0,22,0
U1975,U2126,742.13,2025-01-01,cash_deposit,US,mobile,1,22,0
U1637,U2715,2755.8,2025-01-01,online_payment,Switzerland,desktop,1,7,0
U2146,U2071,1627.54,2025-01-01,cash_deposit,France,ATM,0,10,0
U823,U829,4290.35,2025-01-01,cash_deposit,France,mobile,1,10,0
U2652,U2067,734.53,2025-01-01,crypto,Dubai,desktop,0,11,0
U52,U2591,2355.26,2025-01-01,cash_deposit,US,mobile,0,19,0
U2540,U2534,2796.32,2025-01-01,wire_transfer,Dubai,desktop,1,11,0
U2214,U569,328.53,2025-01-01,wire_transfer,Dubai,ATM,0,15,0
U988,U1524,1023.62,2025-01-01,online_payment,Dubai,desktop,0,16,0
U144,U2948,1318.72,2025-01-01,cash_deposit,Switzerland,ATM,0,10,0
U131,U788,879.14,2025-01-01,wire_transfer,UK,ATM,0,15,0
U338,U687,777.55,2025-01-01,crypto,Dubai,ATM,0,1,0
U81,U615,2319.4,2025-01-01,online_payment,France,ATM,1,7,0
U1887,U2602,486.35,2025-01-01,crypto,Cayman Islands,ATM,1,8,0
U2781,U373,2471.55,2025-01-01,cash_deposit,France,desktop,0,10,0
U2443,U2072,5468.1,2025-01-01,cash_deposit,India,ATM,0,18,0
U573,U549,1665.73,2025-01-01,crypto,Cayman Islands,ATM,0,5,0
U1966,U1127,1890.59,2025-01-01,cash_deposit,US,desktop,0,12,0
U1837,U2142,142.85,2025-01-01,crypto,Dubai,mobile,0,19,0
U811,U2489,3997.23,2025-01-01,online_payment,Dubai,ATM,1,14,0
U401,U714,672.2,2025-01-01,crypto,France,desktop,0,18,0
U568,U647,1909.29,2025-01-01,wire_transfer,France,ATM,0,14,0
U1527,U95,7737.18,2025-01-01,cash_deposit,Dubai,mobile,0,13,0
U1746,U166,1810.22,2025-01-01,online_payment,US,mobile,0,14,0
U2269,U351,2579.86,2025-01-01,crypto,UK,desktop,0,9,0
U2927,U2389,1178.73,2025-01-01,wire_transfer,UK,ATM,0,13,0
U1377,U214,124.53,2025-01-01,wire_transfer,France,ATM,0,11,0
U1555,U2238,3195.01,2025-01-01,crypto,India,mobile,1,14,0
U411,U2718,71.25,2025-01-01,wire_transfer,France,desktop,0,6,0
U2416,U1446,2412.34,2025-01-01,crypto,Dubai,ATM,1,12,0
U2244,U399,46.38,2025-01-01,online_payment,Germany,mobile,0,13,0
U2125,U2062,3965.43,2025-01-01,crypto,Dubai,mobile,1,15,0
U377,U1097,343.09,2025-01-01,wire_transfer,Switzerland,ATM,0,9,0
U2029,U492,1444.21,2025-01-01,wire_transfer,Germany,mobile,1,3,0
U1901,U937,1818.39,2025-01-01,cash_deposit,Cayman Islands,desktop,0,9,0
U1179,U2469,1223.3,2025-01-01,crypto,Dubai,desktop,0,2,0
U2956,U828,833.35,2025-01-01,wire_transfer,US,ATM,1,20,0
U1434,U1766,1261.53,2025-01-01,wire_transfer,India,ATM,0,15,0
U1620,U1418,746.24,2025-01-01,cash_deposit,India,mobile,1,15,0
U1800,U1512,1152.94,2025-01-01,crypto,France,mobile,1,10,0
U2189,U1716,889.18,2025-01-01,cash_deposit,Dubai,mobile,0,13,0
U113,U345,1670.37,2025-01-01,online_payment,US,desktop,1,8,0
U815,U1684,543.42,2025-01-01,cash_deposit,Switzerland,ATM,0,11,0
U1177,U2654,8958.23,2025-01-01,online_payment,France,desktop,1,2,0
U1333,U1002,1389.78,2025-01-01,wire_transfer,Cayman Islands,mobile,1,7,0
U1965,U1902,431.75,2025-01-01,crypto,Cayman Islands,mobile,0,22,0
U2313,U266,1296.6,2025-01-01,cash_deposit,Switzerland,ATM,1,16,0
U1422,U317,4026.04,2025-01-01,crypto,Switzerland,desktop,0,18,0
U65,U2991,44.1,2025-01-01,online_payment,India,ATM,0,20,0
U2162,U790,2276.08,2025-01-01,online_payment,India,mobile,0,11,0
U2818,U1342,1588.0,2025-01-01,crypto,India,ATM,0,21,0
U239,U906,371.59,2025-01-01,cash_deposit,France,mobile,1,9,0
U1311,U1796,3401.75,2025-01-01,online_payment,France,mobile,1,2,0
U1601,U1625,920.53,2025-01-01,wire_transfer,Dubai,desktop,0,16,0
U1752,U1608,695.72,2025-01-01,online_payment,France,desktop,1,22,0
U2886,U2230,3521.98,2025-01-01,online_payment,Dubai,mobile,1,3,0
U2958,U790,2035.13,2025-01-01,crypto,US,ATM,0,7,0
U759,U2941,4570.65,2025-01-01,online_payment,Dubai,desktop,0,5,0
U1966,U2778,1987.88,2025-01-01,online_payment,Dubai,mobile,0,5,0
U878,U685,2700.45,2025-01-01,wire_transfer,Dubai,desktop,1,16,0
U479,U2275,3621.22,2025-01-01,wire_transfer,Cayman Islands,desktop,1,14,0
U1155,U1087,112.59,2025-01-01,online_payment,Switzerland,ATM,1,3,0
U2553,U155,2992.66,2025-01-01,wire_transfer,Switzerland,ATM,0,2,0
U100,U2503,1902.32,2025-01-01,crypto,US,ATM,0,9,0
U1461,U191,144.08,2025-01-01,wire_transfer,India,ATM,1,17,0
U1988,U2633,1420.9,2025-01-01,wire_transfer,France,desktop,0,12,0
U513,U666,172.11,2025-01-01,crypto,Dubai,ATM,0,1,0
U727,U1654,2663.21,2025-01-01,wire_transfer,Switzerland,desktop,1,6,0
U1216,U904,1581.53,2025-01-01,crypto,Cayman Islands,mobile,1,21,0
U1062,U1606,6139.77,2025-01-01,wire_transfer,US,mobile,1,11,0
U482,U1631,404.56,2025-01-01,online_payment,US,desktop,0,17,0
U2326,U2703,1862.98,2025-01-01,online_payment,Cayman Islands,ATM,0,1,0
U2414,U2108,475.45,2025-01-01,crypto,Switzerland,desktop,1,23,0
U380,U1700,1904.17,2025-01-01,cash_deposit,US,desktop,1,11,0
U1605,U1969,2564.95,2025-01-01,crypto,Cayman Islands,desktop,1,2,0
U1829,U365,2562.46,2025-01-01,cash_deposit,Cayman Islands,mobile,0,9,0
U286,U1100,3375.6,2025-01-01,wire_transfer,US,ATM,0,20,0
U1324,U870,3842.15,2025-01-01,wire_transfer,India,mobile,0,8,0
U2991,U1188,160.84,2025-01-01,cash_deposit,UK,ATM,0,14,0
U1732,U2311,840.96,2025-01-01,crypto,Cayman Islands,mobile,0,22,0
U1927,U2599,2323.89,2025-01-01,wire_transfer,US,desktop,1,16,0
U1734,U2825,1380.65,2025-01-01,crypto,France,ATM,0,15,0
U2471,U581,423.11,2025-01-01,wire_transfer,Switzerland,mobile,0,15,0
U1612,U2396,1609.09,2025-01-01,online_payment,Dubai,mobile,0,1,0
U1536,U1107,1046.59,2025-01-01,crypto,India,mobile,0,7,0
U2429,U1745,988.72,2025-01-01,crypto,UK,desktop,0,17,0
U2083,U2066,3318.87,2025-01-01,online_payment,US,desktop,0,15,0
U1630,U2059,1047.14,2025-01-01,crypto,Dubai,ATM,0,10,0
U1084,U2118,53.62,2025-01-01,online_payment,Switzerland,ATM,0,9,0
U545,U1284,119.63,2025-01-01,cash_deposit,India,mobile,1,20,0
U1314,U1415,3879.28,2025-01-01,crypto,Cayman Islands,ATM,0,6,0
U2765,U2285,6468.02,2025-01-01,online_payment,Switzerland,desktop,1,11,0
U2276,U583,2332.13,2025-01-01,cash_deposit,US,ATM,0,8,0
U397,U1455,906.27,2025-01-01,cash_deposit,France,ATM,0,12,0
U1645,U202,5580.7,2025-01-01,cash_deposit,Cayman Islands,ATM,0,14,0
U2978,U2096,2174.18,2025-01-01,crypto,UK,desktop,1,0,0
U1905,U412,3720.08,2025-01-01,online_payment,Germany,desktop,1,9,0
U1994,U1105,2903.61,2025-01-01,crypto,US,desktop,1,16,0
U2379,U1463,953.3,2025-01-01,cash_deposit,Germany,ATM,1,5,0
U1163,U2516,1302.87,2025-01-01,online_payment,Dubai,mobile,1,18,0
U1569,U365,411.91,2025-01-01,wire_transfer,Germany,mobile,0,10,0
U187,U2119,690.66,2025-01-01,crypto,France,desktop,0,9,0
U681,U1427,3011.29,2025-01-01,cash_deposit,France,ATM,1,16,0
U787,U1392,4488.22,2025-01-01,wire_transfer,UK,ATM,0,23,0
U832,U2686,2578.05,2025-01-01,cash_deposit,France,desktop,1,12,0
U970,U2101,1251.63,2025-01-01,cash_deposit,Switzerland,ATM,1,7,0
U2782,U359,180.96,2025-01-01,crypto,Cayman Islands,desktop,1,20,0
U1236,U693,117.27,2025-01-01,crypto,Dubai,ATM,1,17,0
U732,U813,937.85,2025-01-01,online_payment,UK,mobile,0,8,0
U994,U1276,1246.58,2025-01-01,crypto,US,desktop,0,9,0
U2525,U921,1878.71,2025-01-01,online_payment,Switzerland,ATM,1,21,0
U2704,U2113,13.02,2025-01-01,cash_deposit,US,mobile,0,12,0
U2755,U172,9155.67,2025-01-01,crypto,Germany,ATM,0,19,0
U1548,U2378,904.92,2025-01-01,crypto,UK,ATM,1,10,0
U1559,U2855,3769.0,2025-01-01,online_payment,Germany,desktop,0,16,0
U709,U2593,1531.29,2025-01-01,cash_deposit,UK,ATM,1,9,0
U1562,U2970,279.53,2025-01-01,cash_deposit,France,ATM,0,2,0
U2515,U772,3194.68,2025-01-01,cash_deposit,India,mobile,1,14,0
U2903,U2964,2474.56,2025-01-01,online_payment,Cayman Islands,mobile,1,5,0
U2927,U1280,1499.16,2025-01-01,online_payment,Switzerland,mobile,1,4,0
U1470,U899,1445.37,2025-01-01,wire_transfer,Germany,mobile,1,15,0
U797,U2181,183.09,2025-01-01,wire_transfer,India,desktop,1,14,0
U1938,U2216,2133.35,2025-01-01,crypto,US,mobile,0,22,0
U2161,U1152,4843.75,2025-01-01,cash_deposit,US,mobile,0,3,0
U208,U817,195.77,2025-01-01,cash_deposit,US,mobile,0,10,0
U1366,U2453,611.72,2025-01-01,wire_transfer,Switzerland,mobile,1,4,0
U516,U877,4651.87,2025-01-01,cash_deposit,France,ATM,0,7,0
U904,U1683,669.11,2025-01-01,online_payment,France,mobile,0,12,0
U1711,U334,2122.31,2025-01-01,crypto,Switzerland,ATM,0,3,0
U2568,U2180,1530.65,2025-01-01,crypto,India,ATM,0,23,0
U622,U2252,1814.3,2025-01-01,crypto,Germany,desktop,1,14,0
U2669,U1193,1074.99,2025-01-01,cash_deposit,India,desktop,1,18,0
U972,U1519,713.33,2025-01-01,crypto,Cayman Islands,desktop,0,1,0
U2909,U809,99.5,2025-01-01,crypto,Switzerland,desktop,1,19,0
U1733,U2881,2727.35,2025-01-01,online_payment,UK,mobile,0,0,0
U403,U1031,2741.58,2025-01-01,cash_deposit,India,desktop,0,1,0
U1256,U2301,2221.73,2025-01-01,online_payment,US,desktop,0,14,0
U1624,U1620,2063.59,2025-01-01,wire_transfer,India,desktop,0,12,0
U1294,U2376,558.68,2025-01-01,crypto,Dubai,ATM,0,0,0
U258,U871,45.2,2025-01-01,wire_transfer,US,desktop,1,3,0
U1764,U2326,3307.99,2025-01-01,cash_deposit,France,ATM,0,22,0
U2154,U2998,1351.16,2025-01-01,cash_deposit,Switzerland,ATM,1,15,0
U1225,U2668,732.98,2025-01-01,cash_deposit,Dubai,desktop,1,23,0
U595,U383,215.02,2025-01-01,online_payment,Cayman Islands,desktop,0,20,0
U1760,U1296,129.55,2025-01-01,online_payment,US,ATM,0,4,0
U1202,U1375,858.08,2025-01-01,cash_deposit,Germany,desktop,1,3,0
U966,U54,3266.82,2025-01-01,cash_deposit,Dubai,desktop,0,17,0
U2686,U153,5019.8,2025-01-01,wire_transfer,Cayman Islands,ATM,1,3,0
U857,U778,4541.23,2025-01-01,cash_deposit,UK,mobile,0,23,0
U2844,U260,5051.48,2025-01-01,cash_deposit,US,ATM,0,7,0
U1940,U2624,4765.97,2025-01-01,online_payment,Dubai,ATM,1,23,0
